pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
RHO GTPase Effectors,Reactome,2,C00080;C00026,26 (27),0.103,0.547
Signaling by Rho GTPases,Reactome,2,C00080;C00026,26 (27),0.103,0.547
Pentose and glucuronate interconversions - Homo sapiens (human),KEGG,3,C04575;C00026;C01068,55 (55),0.108,0.575
Trans-sulfuration pathway,Wikipathways,2,C00025;C02305,27 (28),0.109,0.578
VEGFA-VEGFR2 Pathway,Reactome,2,C00080;C00062,27 (28),0.109,0.578
morphine biosynthesis,HumanCyc,2,C00080;C00026,27 (27),0.109,0.578
Selenocompound metabolism - Homo sapiens (human),KEGG,2,C05698;C05689,27 (27),0.109,0.578
Signaling by VEGF,Reactome,2,C00080;C00062,27 (28),0.109,0.578
Leukotriene metabolism,EHMN,2,C00013;C00080,27 (27),0.109,0.578
Intracellular signaling by second messengers,Reactome,2,C00013;C00153,28 (30),0.116,0.598
Folate malabsorption_ hereditary,SMPDB,2,C00025;C00080,28 (28),0.116,0.598
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMPDB,2,C00025;C00080,28 (28),0.116,0.598
Folate Metabolism,SMPDB,2,C00025;C00080,28 (28),0.116,0.598
Pyrimidine Metabolism,SMPDB,3,C00064;C00013;C00475,57 (57),0.117,0.598
UMP Synthase Deiciency (Orotic Aciduria),SMPDB,3,C00064;C00013;C00475,57 (57),0.117,0.598
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMPDB,3,C00064;C00013;C00475,57 (57),0.117,0.598
Beta Ureidopropionase Deficiency,SMPDB,3,C00064;C00013;C00475,57 (57),0.117,0.598
Dihydropyrimidinase Deficiency,SMPDB,3,C00064;C00013;C00475,57 (57),0.117,0.598
Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs),Wikipathways,1,C00080,6 (8),0.12,0.598
Regulation of HSF1-mediated heat shock response,Reactome,1,C00153,6 (7),0.12,0.598
STING mediated induction of host immune responses,Reactome,1,C00013,6 (8),0.12,0.598
VEGFR1 specific signals,PID,1,C00062,6 (6),0.12,0.598
retinoate biosynthesis I,HumanCyc,1,C00080,6 (6),0.12,0.598
Biosynthesis of protectins,Reactome,1,C00080,6 (14),0.12,0.598
Biosynthesis of maresin-like SPMs,Reactome,1,C00080,6 (15),0.12,0.598
Lipoic acid metabolism - Homo sapiens (human),KEGG,1,C16241,6 (6),0.12,0.598
The proton buffering model,Reactome,1,C00080,6 (6),0.12,0.598
vegf hypoxia and angiogenesis,BioCarta,1,C00062,6 (6),0.12,0.598
tRNA Aminoacylation,Wikipathways,1,C00013,6 (26),0.12,0.598
Hedgehog _off_ state,Reactome,1,C00013,6 (6),0.12,0.598
Synthesis of GDP-mannose,Reactome,1,C00013,6 (6),0.12,0.598
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,Reactome,1,C00153,6 (6),0.12,0.598
D-<i>myo</i>-inositol-5-phosphate metabolism,HumanCyc,1,C00080,6 (8),0.12,0.598
Activation of GABAB receptors,Reactome,1,C00334,6 (6),0.12,0.598
SeMet incorporation into proteins,Reactome,1,C00013,6 (6),0.12,0.598
acetate conversion to acetyl-CoA,HumanCyc,1,C00013,6 (6),0.12,0.598
Reuptake of GABA,Reactome,1,C00334,6 (6),0.12,0.598
thyroid hormone biosynthesis,HumanCyc,1,C00080,6 (6),0.12,0.598
GABA B receptor activation,Reactome,1,C00334,6 (6),0.12,0.598
melatonin degradation III,HumanCyc,1,C00080,6 (7),0.12,0.598
S-adenosyl-L-methionine biosynthesis,HumanCyc,1,C00013,6 (6),0.12,0.598
dolichyl-diphosphooligosaccharide biosynthesis,HumanCyc,1,C00080,6 (7),0.12,0.598
Transcriptional activation of mitochondrial biogenesis,Reactome,1,C00153,6 (7),0.12,0.598
&alpha;-tocopherol degradation,HumanCyc,1,C00080,6 (9),0.12,0.598
Regulation of thyroid hormone activity,Reactome,1,C00080,6 (6),0.12,0.598
GDP-L-fucose biosynthesis I (from GDP-D-mannose),HumanCyc,1,C00080,6 (7),0.12,0.598
retinoate biosynthesis II,HumanCyc,1,C00080,6 (6),0.12,0.598
D4&E4-neuroprostanes formation,EHMN,1,C00080,6 (6),0.12,0.598
Signaling by Insulin receptor,Wikipathways,1,C00080,6 (6),0.12,0.598
Transcriptional activity of SMAD2-SMAD3-SMAD4 heterotrimer,Wikipathways,1,C00153,6 (6),0.12,0.598
Synaptic Vesicle Pathway,Wikipathways,1,C00064,6 (7),0.12,0.598
fructose 2_6-bisphosphate synthesis,HumanCyc,1,C00080,6 (7),0.12,0.598
aspirin-triggered lipoxin biosynthesis,HumanCyc,1,C00080,6 (9),0.12,0.598
Hedgehog _off_ state,Wikipathways,1,C00013,6 (6),0.12,0.598
Transcription-Coupled Nucleotide Excision Repair (TC-NER),Reactome,1,C00013,6 (6),0.12,0.598
HDR through Homologous Recombination (HRR),Reactome,1,C00013,6 (6),0.12,0.598
Methotrexate Action Pathway,SMPDB,2,C00025;C00080,29 (29),0.123,0.613
Biosynthesis of specialized proresolving mediators (SPMs),Reactome,2,C00025;C00080,29 (140),0.123,0.613
Tryptophan Metabolism,SMPDB,3,C00013;C00025;C00026,59 (60),0.126,0.628
G alpha (i) signalling events,Reactome,5,C00334;C00013;C00026;C00080;C00025,127 (159),0.127,0.629
Metabolism of fat-soluble vitamins,Reactome,2,C00013;C00080,30 (41),0.13,0.629
Cell Cycle_ Mitotic,Reactome,2,C00013;C00026,30 (30),0.13,0.629
Pyruvate metabolism,INOH,2,C00013;C00074,31 (31),0.137,0.629
Pyruvate metabolism - Homo sapiens (human),KEGG,2,C00074;C01251,31 (31),0.137,0.629
Valproic Acid Metabolism Pathway,SMPDB,2,C00013;C00080,31 (31),0.137,0.629
Glyoxylate metabolism and glycine degradation,Wikipathways,2,C00087;C00080,31 (42),0.137,0.629
Purine metabolism - Homo sapiens (human),KEGG,4,C00064;C05512;C00499;C05516,95 (95),0.138,0.629
Transcriptional regulation by RUNX2,Wikipathways,1,C00013,7 (8),0.138,0.629
glutamate removal from folates,HumanCyc,1,C00025,7 (7),0.138,0.629
spermidine biosynthesis,HumanCyc,1,C00080,7 (7),0.138,0.629
adenine and adenosine salvage I,HumanCyc,1,C00013,7 (7),0.138,0.629
acetyl-CoA biosynthesis from citrate,HumanCyc,1,C00158,7 (7),0.138,0.629
NAD phosphorylation and dephosphorylation,HumanCyc,1,C00080,7 (7),0.138,0.629
spermine biosynthesis,HumanCyc,1,C00080,7 (7),0.138,0.629
Transcription of the HIV genome,Reactome,1,C00013,7 (7),0.138,0.629
Glucagon signaling in metabolic regulation,Reactome,1,C00013,7 (7),0.138,0.629
Conjugation of salicylate with glycine,Reactome,1,C00013,7 (8),0.138,0.629
Oxidative Stress Induced Senescence,Reactome,1,C00026,7 (8),0.138,0.629
2-oxoisovalerate decarboxylation to isobutanoyl-CoA,HumanCyc,1,C00080,7 (7),0.138,0.629
RNA Polymerase II Transcription Initiation And Promoter Clearance,Reactome,1,C00013,7 (7),0.138,0.629
choline degradation,HumanCyc,1,C00080,7 (7),0.138,0.629
Fertilization,Reactome,1,C00080,7 (7),0.138,0.629
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Reactome,1,C00080,7 (11),0.138,0.629
Signaling by TGF-beta Receptor Complex,Reactome,1,C00153,7 (7),0.138,0.629
oleate biosynthesis,HumanCyc,1,C00080,7 (7),0.138,0.629
Synthesis of diphthamide-EEF2,Reactome,1,C00013,7 (7),0.138,0.629
Mitochondrial iron-sulfur cluster biogenesis,Reactome,1,C00080,7 (11),0.138,0.629
PKA-mediated phosphorylation of CREB,Reactome,1,C00013,7 (7),0.138,0.629
Biosynthesis of maresins,Reactome,1,C00080,7 (21),0.138,0.629
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),Reactome,1,C00025,7 (17),0.138,0.629
Biosynthesis of DHA-derived sulfido conjugates,Reactome,1,C00025,7 (21),0.138,0.629
Rapoport-Luebering glycolytic shunt,HumanCyc,1,C00080,7 (7),0.138,0.629
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),KEGG,1,C00080,7 (7),0.138,0.629
<i>N</i>-acetylglucosamine degradation II,HumanCyc,1,C00080,7 (9),0.138,0.629
Chagas disease (American trypanosomiasis) - Homo sapiens (human),KEGG,1,C00062,7 (7),0.138,0.629
2_-deoxy-&alpha;-D-ribose 1-phosphate degradation,HumanCyc,1,C00080,7 (8),0.138,0.629
Metabolism of ingested MeSeO2H into MeSeH,Reactome,1,C00080,7 (8),0.138,0.629
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Reactome,1,C00013,7 (7),0.138,0.629
Carboxyterminal post-translational modifications of tubulin,Reactome,1,C00025,7 (9),0.138,0.629
tetrahydrofolate salvage from 5_10-methenyltetrahydrofolate,HumanCyc,1,C00080,7 (7),0.138,0.629
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,Reactome,1,C00080,7 (7),0.138,0.629
Long-term potentiation - Homo sapiens (human),KEGG,1,C00025,7 (7),0.138,0.629
inositol pyrophosphates biosynthesis,HumanCyc,1,C00080,7 (10),0.138,0.629
UDP-D-xylose and UDP-D-glucuronate biosynthesis,HumanCyc,1,C00080,7 (8),0.138,0.629
Arachidonate production from DAG,Reactome,1,C00080,7 (8),0.138,0.629
chondroitin sulfate biosynthesis,HumanCyc,1,C00080,7 (8),0.138,0.629
Acetylcholine Neurotransmitter Release Cycle,Reactome,1,C00080,7 (7),0.138,0.629
Metal ion SLC transporters,Reactome,1,C00080,7 (7),0.138,0.629
cysteine biosynthesis/homocysteine degradation (trans-sulfuration),HumanCyc,1,C00065,7 (7),0.138,0.629
GABA receptor activation,Reactome,1,C00334,7 (7),0.138,0.629
Adenylate cyclase activating pathway,Reactome,1,C00013,7 (7),0.138,0.629
NADH repair,HumanCyc,1,C00080,7 (8),0.138,0.629
glycerol-3-phosphate shuttle,HumanCyc,1,C00080,7 (9),0.138,0.629
CREB phosphorylation through the activation of Ras,Reactome,1,C00025,7 (7),0.138,0.629
pyruvate decarboxylation to acetyl CoA,HumanCyc,1,C00080,7 (7),0.138,0.629
mucin core 1 and core 2 <i>O</i>-glycosylation,HumanCyc,1,C00080,7 (8),0.138,0.629
Vasopressin regulates renal water homeostasis via Aquaporins,Reactome,1,C00013,7 (7),0.138,0.629
Corticotropin Activation of Cortisol Production,SMPDB,1,C00013,7 (7),0.138,0.629
Vasopressin Regulation of Water Homeostasis,SMPDB,1,C00013,7 (7),0.138,0.629
dermatan sulfate biosynthesis,HumanCyc,1,C00080,7 (8),0.138,0.629
Desipramine Metabolism Pathway,SMPDB,1,C00080,7 (7),0.138,0.629
Intracellular Signalling Through PGD2 receptor and Prostaglandin D2,SMPDB,1,C00013,7 (7),0.138,0.629
Mitochondrial biogenesis,Reactome,1,C00153,7 (8),0.138,0.629
Intracellular Signalling Through LHCGR Receptor and Luteinizing Hormone/Choriogonadotropin,SMPDB,1,C00013,7 (7),0.138,0.629
Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone,SMPDB,1,C00013,7 (7),0.138,0.629
Dopamine Activation of Neurological Reward System,SMPDB,1,C00013,7 (7),0.138,0.629
Platelet calcium homeostasis,Reactome,1,C00080,7 (7),0.138,0.629
ALKBH2 mediated reversal of alkylation damage,Reactome,1,C00026,7 (7),0.138,0.629
Signaling by TGF-beta family members,Reactome,1,C00153,7 (7),0.138,0.629
Effects of Nitric Oxide,Wikipathways,1,C00062,7 (7),0.138,0.629
Mitochondrial iron-sulfur cluster biogenesis,Wikipathways,1,C00080,7 (13),0.138,0.629
ALKBH3 mediated reversal of alkylation damage,Reactome,1,C00026,7 (7),0.138,0.629
TET1_2_3 and TDG demethylate DNA,Wikipathways,1,C00026,7 (9),0.138,0.629
Oxidative Stress Induced Senescence,Wikipathways,1,C00026,7 (8),0.138,0.629
tRNA processing in the nucleus,Wikipathways,1,C00013,7 (7),0.138,0.629
DNA Damage-Telomere Stress Induced Senescence,Wikipathways,1,C00080,7 (9),0.138,0.629
nicotine degradation III,HumanCyc,1,C00080,7 (23),0.138,0.629
MECP2 and Associated Rett Syndrome,Wikipathways,1,C00334,7 (8),0.138,0.629
guanine and guanosine salvage,HumanCyc,1,C00013,7 (7),0.138,0.629
Glycerophospholipid metabolism,EHMN,4,C00064;C00065;C00013;C00080,96 (96),0.142,0.646
Platelet activation_ signaling and aggregation,Reactome,2,C00013;C00080,32 (33),0.145,0.657
Hemostasis,Reactome,3,C00013;C00080;C00062,63 (67),0.145,0.66
Methylation,Reactome,2,C00013;C00080,33 (37),0.152,0.663
Organic cation/anion/zwitterion transport,Reactome,2,C00080;C00026,33 (36),0.152,0.663
Cell Cycle,Reactome,2,C00013;C00026,33 (33),0.152,0.663
Keratinization,Reactome,1,C00080,8 (9),0.156,0.663
Transcriptional regulation by RUNX2,Reactome,1,C00013,8 (10),0.156,0.663
COX reactions,Reactome,1,C00080,8 (8),0.156,0.663
trehalose degradation,HumanCyc,1,C00080,8 (8),0.156,0.663
eumelanin biosynthesis,HumanCyc,1,C00080,8 (9),0.156,0.663
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1_3_4)P3),HumanCyc,1,C00080,8 (8),0.156,0.663
Transferrin endocytosis and recycling,Reactome,1,C00080,8 (8),0.156,0.663
Excitatory Neural Signalling Through 5-HTR 4 and Serotonin,SMPDB,1,C00013,8 (8),0.156,0.663
Conjugation of benzoate with glycine,Reactome,1,C00013,8 (8),0.156,0.663
allopregnanolone biosynthesis,HumanCyc,1,C00080,8 (8),0.156,0.663
methylglyoxal degradation III,HumanCyc,1,C00080,8 (8),0.156,0.663
Metabolism of Angiotensinogen to Angiotensins,Reactome,1,C00062,8 (9),0.156,0.663
Cytosolic sensors of pathogen-associated DNA ,Reactome,1,C00013,8 (13),0.156,0.663
Influenza Life Cycle,Reactome,1,C00080,8 (9),0.156,0.663
estradiol biosynthesis II,HumanCyc,1,C00080,8 (8),0.156,0.663
SHP2 signaling,PID,1,C00062,8 (8),0.156,0.663
Influenza Infection,Reactome,1,C00080,8 (9),0.156,0.663
Homocysteine Degradation,SMPDB,1,C00065,8 (8),0.156,0.663
D-<i>myo</i>-inositol (1_3_4)-trisphosphate biosynthesis,HumanCyc,1,C00080,8 (8),0.156,0.663
Sterols are 12-hydroxylated by CYP8B1,Reactome,1,C00080,8 (10),0.156,0.663
Signaling events mediated by VEGFR1 and VEGFR2,PID,1,C00062,8 (8),0.156,0.663
Hypusine synthesis from eIF5A-lysine,Reactome,1,C00080,8 (8),0.156,0.663
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,Reactome,1,C00080,8 (11),0.156,0.663
tRNA modification in the mitochondrion,Reactome,1,C00013,8 (8),0.156,0.663
glycine cleavage,HumanCyc,1,C00080,8 (8),0.156,0.663
Rap1 signalling,Reactome,1,C00013,8 (8),0.156,0.663
3-phosphoinositide biosynthesis,HumanCyc,1,C00080,8 (11),0.156,0.663
D-<i>myo</i>-inositol (1_4_5)-trisphosphate biosynthesis,HumanCyc,1,C00080,8 (13),0.156,0.663
Mitochondrial Uncoupling Proteins,Reactome,1,C00080,8 (8),0.156,0.663
corticosteroids and cardioprotection,BioCarta,1,C00062,8 (8),0.156,0.663
Collecting duct acid secretion - Homo sapiens (human),KEGG,1,C00080,8 (8),0.156,0.663
Cocaine addiction - Homo sapiens (human),KEGG,1,C00025,8 (8),0.156,0.663
Erythrocytes take up oxygen and release carbon dioxide,Reactome,1,C00080,8 (8),0.156,0.663
Organic anion transport,Reactome,1,C00026,8 (8),0.156,0.663
Processing of DNA double-strand break ends,Reactome,1,C00153,8 (9),0.156,0.663
Cellular response to heat stress,Reactome,1,C00153,8 (9),0.156,0.663
heparan sulfate biosynthesis (late stages),HumanCyc,1,C00080,8 (8),0.156,0.663
Mtb iron assimilation by chelation,Reactome,1,C00080,8 (11),0.156,0.663
Glutamate binding_ activation of AMPA receptors and synaptic plasticity,Reactome,1,C00025,8 (8),0.156,0.663
Excitatory Neural Signalling Through 5-HTR 7 and  Serotonin ,SMPDB,1,C00013,8 (8),0.156,0.663
Excitatory Neural Signalling Through 5-HTR 6 and Serotonin ,SMPDB,1,C00013,8 (8),0.156,0.663
L-dopachrome biosynthesis,HumanCyc,1,C00080,8 (8),0.156,0.663
Intracellular Signalling Through Histamine H2 Receptor and Histamine,SMPDB,1,C00013,8 (8),0.156,0.663
terminal <i>O</i>-glycans residues modification,HumanCyc,1,C00080,8 (9),0.156,0.663
Gamma-cystathionase deficiency (CTH),SMPDB,1,C00065,8 (8),0.156,0.663
Homocystinuria_ cystathionine beta-synthase deficiency,SMPDB,1,C00065,8 (8),0.156,0.663
Prostaglandin formation from dihomo gama-linoleic acid,EHMN,1,C00080,8 (8),0.156,0.663
thyroid hormone metabolism II (via conjugation and/or degradation),HumanCyc,1,C00080,8 (22),0.156,0.663
RNA Polymerase II Transcription,Wikipathways,1,C00013,8 (8),0.156,0.663
Rap1 signalling,Wikipathways,1,C00013,8 (8),0.156,0.663
PDGF Pathway,Wikipathways,1,C00080,8 (8),0.156,0.663
Vasopressin regulates renal water homeostasis via Aquaporins,Wikipathways,1,C00013,8 (8),0.156,0.663
Erythrocytes take up oxygen and release carbon dioxide,Wikipathways,1,C00080,8 (8),0.156,0.663
Influenza Life Cycle,Wikipathways,1,C00080,8 (9),0.156,0.663
glycerol degradation,HumanCyc,1,C00080,8 (10),0.156,0.663
Formation of the cornified envelope,Reactome,1,C00080,8 (9),0.156,0.663
Reversal of alkylation damage by DNA dioxygenases,Reactome,1,C00026,8 (9),0.156,0.663
Mismatch Repair,Wikipathways,1,C00013,8 (8),0.156,0.663
Cellular response to heat stress,Wikipathways,1,C00153,8 (9),0.156,0.663
Tolerance of reactive oxygen produced by macrophages,Reactome,1,C00080,8 (8),0.156,0.663
Association Between Physico-Chemical Features and Toxicity Associated Pathways,Wikipathways,1,C00062,8 (8),0.156,0.663
Cell redox homeostasis,Reactome,1,C00080,8 (8),0.156,0.663
Keratinization,Wikipathways,1,C00080,8 (9),0.156,0.663
Post-translational protein modification,Reactome,5,C00064;C00013;C00074;C00025;C00080,136 (176),0.156,0.663
Glyoxylate metabolism and glycine degradation,Reactome,2,C00087;C00080,34 (43),0.159,0.673
Fructose and mannose metabolism,EHMN,2,C00013;C00080,34 (34),0.159,0.673
Metabolism of porphyrins,Wikipathways,2,C00013;C00080,34 (37),0.159,0.673
Innate Immune System,Reactome,3,C00013;C00080;C00062,67 (99),0.166,0.699
Metabolism of porphyrins,Reactome,2,C00013;C00080,35 (37),0.167,0.701
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Reactome,1,C00013,9 (9),0.174,0.701
Mismatch Repair,Reactome,1,C00013,9 (9),0.174,0.701
TET1_2_3 and TDG demethylate DNA,Reactome,1,C00026,9 (11),0.174,0.701
Glycolysis Pathway D (2),Wikipathways,1,C00074,9 (14),0.174,0.701
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,Wikipathways,1,C00080,9 (27),0.174,0.701
Activation of NMDA receptors and postsynaptic events,Wikipathways,1,C00013,9 (11),0.174,0.701
methylglyoxal degradation VI,HumanCyc,1,C00080,9 (9),0.174,0.701
Vitamin D (calciferol) metabolism,Reactome,1,C00080,9 (9),0.174,0.701
Collagen biosynthesis and modifying enzymes,Reactome,1,C00026,9 (9),0.174,0.701
Glycine degradation,Reactome,1,C00080,9 (12),0.174,0.701
Costimulation by the CD28 family,Reactome,1,C00013,9 (9),0.174,0.701
&gamma;-linolenate biosynthesis,HumanCyc,1,C00013,9 (9),0.174,0.701
Plasma membrane estrogen receptor signaling,PID,1,C00062,9 (9),0.174,0.701
mTOR signalling,Reactome,1,C00062,9 (9),0.174,0.701
EPH-Ephrin signaling,Reactome,1,C00025,9 (9),0.174,0.701
Biosynthesis of electrophilic ?-3 PUFA oxo-derivatives,Reactome,1,C00080,9 (27),0.174,0.701
EPHB-mediated forward signaling,Reactome,1,C00025,9 (9),0.174,0.701
Calmodulin induced events,Reactome,1,C00013,9 (9),0.174,0.701
CaM pathway,Reactome,1,C00013,9 (9),0.174,0.701
D-<i>myo</i>-inositol (1_4_5_6)-tetrakisphosphate biosynthesis,HumanCyc,1,C00080,9 (9),0.174,0.701
Long-term depression - Homo sapiens (human),KEGG,1,C00025,9 (9),0.174,0.701
Apelin signaling pathway - Homo sapiens (human),KEGG,1,C00080,9 (9),0.174,0.701
pyrimidine deoxyribonucleosides degradation,HumanCyc,1,C00080,9 (10),0.174,0.701
Vibrio cholerae infection - Homo sapiens (human),KEGG,1,C00080,9 (9),0.174,0.701
Estrogen signaling pathway - Homo sapiens (human),KEGG,1,C00334,9 (9),0.174,0.701
DNA Damage Reversal,Wikipathways,1,C00026,9 (10),0.174,0.701
tRNA processing in the nucleus,Reactome,1,C00013,9 (10),0.174,0.701
glucocorticoid biosynthesis,HumanCyc,1,C00080,9 (9),0.174,0.701
D-<i>myo</i>-inositol (3_4_5_6)-tetrakisphosphate biosynthesis,HumanCyc,1,C00080,9 (9),0.174,0.701
methylglyoxal degradation I,HumanCyc,1,C00080,9 (11),0.174,0.701
pentose phosphate pathway (oxidative branch),HumanCyc,1,C00080,9 (9),0.174,0.701
Multifunctional anion exchangers,Reactome,1,C00080,9 (10),0.174,0.701
propionyl-CoA degradation,HumanCyc,1,C00080,9 (9),0.174,0.701
melatonin degradation II,HumanCyc,1,C00080,9 (11),0.174,0.701
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,SMPDB,1,C00013,9 (9),0.174,0.701
7-(3-amino-3-carboxypropyl)-wyosine biosynthesis,HumanCyc,1,C00080,9 (9),0.174,0.701
Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,SMPDB,1,C00013,9 (9),0.174,0.701
Rosiglitazone Metabolism Pathway,SMPDB,1,C00080,9 (10),0.174,0.701
Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,SMPDB,1,C00013,9 (9),0.174,0.701
wybutosine biosynthesis,HumanCyc,1,C00080,9 (9),0.174,0.701
Pyruvaldehyde Degradation,SMPDB,1,C00080,9 (9),0.174,0.701
fatty acid biosynthesis initiation,HumanCyc,1,C00080,9 (9),0.174,0.701
Costimulation by the CD28 family,Wikipathways,1,C00013,9 (9),0.174,0.701
DNA Damage Bypass,Wikipathways,1,C00013,9 (9),0.174,0.701
Collagen biosynthesis and modifying enzymes,Wikipathways,1,C00026,9 (9),0.174,0.701
DNA Damage Reversal,Reactome,1,C00026,9 (10),0.174,0.701
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Reactome,1,C00013,9 (9),0.174,0.701
Glycosaminoglycan metabolism,Wikipathways,2,C00013;C00080,36 (58),0.174,0.701
Cytosolic sulfonation of small molecules,Reactome,2,C00013;C00080,37 (47),0.182,0.731
Ion influx/efflux at host-pathogen interface,Reactome,1,C00080,10 (11),0.191,0.733
G alpha (z) signalling events,Wikipathways,1,C00013,10 (10),0.191,0.733
Negative epigenetic regulation of rRNA expression,Reactome,1,C00153,10 (12),0.191,0.733
phenylalanine degradation/tyrosine biosynthesis,HumanCyc,1,C00080,10 (11),0.191,0.733
Fructose biosynthesis,Reactome,1,C00080,10 (10),0.191,0.733
Late Phase of HIV Life Cycle,Reactome,1,C00013,10 (10),0.191,0.733
1_25-dihydroxyvitamin D<sub>3</sub> biosynthesis,HumanCyc,1,C00080,10 (10),0.191,0.733
Cellular Senescence,Reactome,1,C00026,10 (11),0.191,0.733
Vitamin C (ascorbate) metabolism,Reactome,1,C00080,10 (12),0.191,0.733
Protein repair,Reactome,1,C00062,10 (13),0.191,0.733
Angiopoietin receptor Tie2-mediated signaling,PID,1,C00062,10 (10),0.191,0.733
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,Reactome,1,C00080,10 (10),0.191,0.733
O2/CO2 exchange in erythrocytes,Reactome,1,C00080,10 (11),0.191,0.733
Vitamin B2 (riboflavin) metabolism,Reactome,1,C00013,10 (10),0.191,0.733
Ion homeostasis,Reactome,1,C00080,10 (10),0.191,0.733
actions of nitric oxide in the heart,BioCarta,1,C00062,10 (10),0.191,0.733
Pregnenolone biosynthesis,Reactome,1,C00080,10 (13),0.191,0.733
Alcoholism - Homo sapiens (human),KEGG,1,C00025,10 (10),0.191,0.733
Amphetamine addiction - Homo sapiens (human),KEGG,1,C00025,10 (10),0.191,0.733
ketolysis,HumanCyc,1,C00080,10 (10),0.191,0.733
Estrogen biosynthesis,Reactome,1,C00080,10 (10),0.191,0.733
Utilization of Ketone Bodies,Reactome,1,C00080,10 (10),0.191,0.733
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,Reactome,1,C00026,10 (11),0.191,0.733
Cardiac conduction,Reactome,1,C00080,10 (10),0.191,0.733
Muscle contraction,Reactome,1,C00080,10 (10),0.191,0.733
Synthesis of PI,Reactome,1,C00013,10 (10),0.191,0.733
TP53 Regulates Transcription of Cell Death Genes,Reactome,1,C00080,10 (10),0.191,0.733
D-galactose degradation V (Leloir pathway),HumanCyc,1,C00080,10 (11),0.191,0.733
mineralocorticoid biosynthesis,HumanCyc,1,C00080,10 (10),0.191,0.733
PTEN Regulation,Reactome,1,C00153,10 (11),0.191,0.733
Erythrocytes take up carbon dioxide and release oxygen,Reactome,1,C00080,10 (11),0.191,0.733
Condensation of Prophase Chromosomes,Reactome,1,C00026,10 (10),0.191,0.733
phenylethylamine degradation I,HumanCyc,1,C00080,10 (10),0.191,0.733
heparan sulfate biosynthesis,HumanCyc,1,C00080,10 (10),0.191,0.733
Cholesterol biosynthesis via desmosterol,Reactome,1,C00080,10 (10),0.191,0.733
Cholesterol biosynthesis via lathosterol,Reactome,1,C00080,10 (10),0.191,0.733
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Reactome,1,C00013,10 (10),0.191,0.733
DNA Damage Bypass,Reactome,1,C00013,10 (10),0.191,0.733
Degradation of Superoxides,SMPDB,1,C00080,10 (10),0.191,0.733
uracil degradation,HumanCyc,1,C00080,10 (10),0.191,0.733
palmitate biosynthesis,HumanCyc,1,C00080,10 (10),0.191,0.733
Doxepin Metabolism Pathway,SMPDB,1,C00080,10 (10),0.191,0.733
Celecoxib Metabolism Pathway,SMPDB,1,C00080,10 (11),0.191,0.733
3-oxo-10R-octadecatrienoate beta-oxidation,EHMN,1,C00080,10 (10),0.191,0.733
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,EHMN,1,C00080,10 (10),0.191,0.733
Trihydroxycoprostanoyl-CoA beta-oxidation,EHMN,1,C00080,10 (10),0.191,0.733
Vitamin B12 (cyanocobalamin) metabolism,EHMN,1,C00080,10 (10),0.191,0.733
Erythrocytes take up carbon dioxide and release oxygen,Wikipathways,1,C00080,10 (11),0.191,0.733
Differentiation Pathway,Wikipathways,1,C00153,10 (13),0.191,0.733
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,Wikipathways,1,C00026,10 (11),0.191,0.733
Vitamin D (calciferol) metabolism,Wikipathways,1,C00080,10 (10),0.191,0.733
TP53 Regulates Transcription of Cell Death Genes,Wikipathways,1,C00080,10 (10),0.191,0.733
Glycogen synthesis,Reactome,1,C00013,10 (10),0.191,0.733
PTEN Regulation,Wikipathways,1,C00153,10 (11),0.191,0.733
Phenylalanine metabolism - Homo sapiens (human),KEGG,3,C11457;C01198;C05607,72 (72),0.192,0.734
Adaptive Immune System,Reactome,2,C00013;C00080,39 (54),0.197,0.752
Vitamin digestion and absorption - Homo sapiens (human),KEGG,2,C00153;C00080,39 (39),0.197,0.752
Purine metabolism,Wikipathways,2,C05512;C00025,39 (42),0.197,0.752
