name,mz,rt,intensity,group_id,degree_cor,sub_group_id,degree,n_nodes,n_edges,label_charge_oligomer,isotope_labels_a,isotope_ids,isotope_labels_b,atoms,molecular_formula,adduct,compound_name,compound_id,exact_mass,ppm_error
7409,382.2587742,252.456552,1923281.24,58,30,,,,,,,,,,C20H30O3||C20H30O3||C20H30O3||C20H30O3,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,Leukotriene A4||15-OxoETE||5-OxoETE||12-OxoETE,C00909||C04577||C14732||C14807,382.258788||382.258788||382.258788||382.258788,0.04||0.04||0.04||0.04
7410,382.262201,902.11788,1385707.375,377,5,841,1,2,1,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7411,382.271496,936.2358,1662309.75,389,17,740,2,5,6,[M+K+HCOOH]+::1::1||[M+K]+::1::1,,,,,C18H40NO5P||C18H40NO5P,[M+H]+||[M+H]+,Sphinganine 1-phosphate||Sphinganine 1-phosphate||None||None,C01120||C01120||None||None,382.2716864||382.2716864,0.5||0.5
7412,382.3007647,1017.6177,17083857,410,11,731,2,8,15,[M+Na]+::1::1,(13C),7396,C,19.6,,,None||None,None||None,,
7413,382.3158856,783.16836,754440.9,307,8,,,,,,,,,,,,,,,
7414,382.3873395,1030.78548,1049938.35,414,3,837,1,2,1,,(13C),7397,C,22,,,,,,
7415,382.5391367,444.768732,4941369.2,84,30,,,,,,,,,,,,,,,
7416,382.6612897,335.00382,553030.51,84,32,,,,,,,,,,,,,,,
7417,382.6825565,317.290713,579303.785,84,38,,,,,,,,,,,,,,,
7418,382.7185623,468.264075,2052741.6,84,20,,,,,,,,,,,,,,,
7419,382.7185802,518.686374,3080205.4,84,17,,,,,,,,,,,,,,,
7420,382.7300258,1134.82968,2959317.75,430,2,,,,,,,,,,,,,,,
7421,382.8644518,457.234938,3672444.1,84,36,,,,,,,,,,,,,,,
7422,383.0268563,108.511314,10581736.3,43,22,784,4,6,6,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,7444,(13C),9,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7423,383.0270434,335.166483,245560.39,104,1,785,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7424,383.0811603,717.69294,1143589.5,,,,,,,,,,,,,,,,,
7425,383.1044182,569.870958,1203294.3,178,13,594,1,7,8,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7426,383.1044357,611.27517,1120969.42,196,13,595,1,3,2,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7427,383.116159,60.361785,3151501.9,5,18,842,1,2,1,[M+H-NH3]+::1::1,,,,,,,None||None,None||None,,
7428,383.1210659,591.714603,166673.92,,,,,,,,,,,,,,,,,
7429,383.1404827,753.63777,1559869.1,297,4,,,,,,,,,,,,,,,
7430,383.1561881,279.322872,722920.955,84,10,,,,,,,,,,,,,,,
7431,383.166012,63.720696,6741419.65,5,120,5,3,315,577,[M+ACN+Na]+::1::1||[M+H-H2O]+::1::1||[M+MeOH+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None,,
7432,383.2039529,100.30872,2415576.6,5,5,,,,,,,,,,,,,,,
7433,383.2064493,963.20256,5152081.345,399,14,840,1,2,1,,(13C),7406,C,23.4,,,,,,
7434,383.2108015,440.493693,6668212.075,84,11,,,,,,,,,,,,,,,
7435,383.2200031,537.601902,48188845.35,84,6,,,,,,,,,,,,,,,
7436,383.2291279,352.24398,5413199.75,84,29,,,,,,,,,,,,,,,
7437,383.2952154,1000.80948,53909879,,,,,,,,,,,,,,,,,
7438,383.2952272,1031.28888,146852496,,,,,,,,,,,,,,,,,
7439,383.3131212,976.97337,3066678,,,,,,,,,,,,,,,,,
7440,383.330731,979.69224,4017865.56,405,2,843,1,2,1,,C,7454,(13C),28.3,C27H44O2||C27H42O,[M+H-H2O]+||[M+H]+,Calcidiol||7-Dehydrodesmosterol,C01561||C05107,383.330841||383.3308424,0.29||0.29
7441,383.3988071,1069.53162,137424962.5,422,2,844,1,3,2,,C,7455,(13C),22.2,,,,,,
7442,383.7214283,537.566079,19253752.37,84,6,,,,,,,,,,,,,,,
7443,383.7630107,439.055511,11968029.48,84,14,767,2,4,4,[M+Na+HCOO]+::1::1,C,7461,(13C),8.1,,,None||None,None||None,,
7444,384.0301954,108.46788,1047187.08,43,22,784,2,6,6,,"(13C),C","74,227,463","C,(13C)","9.0,18.5",,,,,,
7445,384.0353594,411.314778,1584468.605,,,,,,,,,,,,,,,,,
7446,384.1151876,378.023166,2300684.78,84,12,845,1,2,1,,C,7465,(13C),12.2,,,,,,
7447,384.1589173,439.948656,7059549.46,84,3,,,,,,,,,,,,,,,
7448,384.1915203,508.060134,5954650.3,84,12,846,1,2,1,,C,7473,(13C),19.2,,,,,,
7449,384.193384,900.06144,798272.4,377,3,,,,,,,,,,,,,,,
7450,384.2195059,999.8265,1469936.8,408,13,822,2,5,5,[M+ACN+H]+::1::1,K,7502,(41K),11.8,,,None||None,None||None,,
7451,384.225612,599.526237,6613775.725,191,3,,,,,,,,,,,,,,,
7452,384.2546345,546.988029,8431279.1,84,11,,,,,,,,,,,,,,,
7453,384.2645156,438.933522,4929248.5,84,16,769,1,2,1,[M+Na+HCOO]+::1::1,,,,,,,None||None,None||None,,
7454,384.3341465,979.7727,1249432.72,405,2,843,1,2,1,,(13C),7440,C,28.3,,,,,,
7455,384.4021717,1069.48965,33612364,422,2,844,2,3,2,,"(13C),C","74,417,486","C,(13C)","22.2,11.5",,,,,,
7456,384.5525728,443.804772,1882413.42,84,15,,,,,,,,,,,,,,,
7457,384.7162999,406.549416,14771635.53,84,14,499,1,4,3,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
7458,384.7273309,599.594043,2358031.045,191,5,,,,,,,,,,,,,,,
7459,384.7343837,434.066904,4269233.09,84,38,,,,,,,,,,,,,,,
7460,384.7562151,546.542052,3217163.4,84,8,,,,,,,,,,,,,,,
7461,384.7659916,438.933522,1069592.7,84,14,767,2,4,4,[M+Na+HCOO]+::1::1,(13C),7443,C,8.1,,,None||None,None||None,,
7462,385.0079637,277.941966,314109.26,84,31,804,2,3,2,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+K]+::1::1,,,,,C14H8N2O6,[M+K+HCOOH]+,None||None||None||None||Cinnavalininate||None,None||None||None||None||C05640||None,385.006864,-2.86
7463,385.0314582,108.556197,212687.77,43,20,784,1,6,6,,(13C),7444,C,18.5,C17H14O8||C17H14O8,[M+K]+||[M+K]+,Aflatoxin B1 diol||Aflatoxin B1 dialdehyde,C19588||C19589,385.0320264||385.0320264,1.48||1.48
7464,385.0854895,110.739906,171886.545,5,3,,,,,,,,,,C11H15NO10,[M+ACN+Na]+,beta-Citryl-L-glutamate,C20775,385.086466,2.54
7465,385.1189813,379.002396,307760.04,84,5,845,1,2,1,,(13C),7446,C,12.2,,,,,,
7466,385.1199332,660.72372,753002.755,229,9,,,,,,,,,,,,,,,
7467,385.129345,801.49461,3367924.9,326,1,,,,,,,,,,C14H20N6O5S,[M+H]+,S-Adenosyl-L-homocysteine,C00021,385.1288654,-1.25
7468,385.1292458,163.489035,1178661.35,,,,,,,,,,,,C14H20N6O5S,[M+H]+,S-Adenosyl-L-homocysteine,C00021,385.1288654,-0.99
7469,385.1465565,597.038253,3526523.5,,,,,,,,,,,,,,,,,
7470,385.1639642,90.21057,1428519.225,5,16,293,1,9,8,,C,7499,(13C),81.1,,,,,,
7471,385.1658716,938.01072,2502764.45,389,8,636,3,6,7,[M+ACN+Na]+::1::1||[M+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7472,385.1780637,852.50925,119803108,360,10,794,4,6,5,[M+ACN+Na]+::1::1||[M+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,"C,K,S","750,075,197,519","(13C),(41K),(34S)","15.2,0.4,0.7",C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2||C20H28O2,[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+,Retinoate||9-cis-Retinoic acid||4-Oxoretinol||Retinoate||9-cis-Retinoic acid||4-Oxoretinol||Retinoate||9-cis-Retinoic acid||4-Oxoretinol||Retinoate||9-cis-Retinoic acid||4-Oxoretinol||None||None||None||None,C00777||C15493||C16683||C00777||C15493||C16683||C00777||C15493||C16683||C00777||C15493||C16683||None||None||None||None,385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558||385.177558,-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31||-1.31
7473,385.1950702,507.702972,1255717.59,84,5,846,1,2,1,,(13C),7448,C,19.2,,,,,,
7474,385.2178587,406.407984,5563170.19,84,14,,,,,,,,,,,,,,,
7475,385.2261256,951.57498,2538558.15,389,14,,,,,,,,,,C24H25NO,[M+ACN+H]+,"N,N-Didesmethyltamoxifen",C16548,385.227437,3.4
7476,385.2444403,476.113134,12650582,,,,,,,,,,,,,,,,,
7477,385.2445946,424.344636,5447622.75,84,4,,,,,,,,,,,,,,,
7478,385.2445177,448.447377,6091230.69,,,,,,,,,,,,,,,,,
7479,385.2558728,409.370457,3608370.8,84,19,,,,,,,,,,,,,,,
7480,385.2559815,377.687943,3161249.4,84,23,,,,,,,,,,,,,,,
7481,385.2919936,914.78961,3526464.5,377,6,,,,,,,,,,,,,,,
7482,385.2921913,896.4768,6622960.5,,,,,,,,,,,,,,,,,
7483,385.3073146,1077.52248,7870812,423,4,847,2,4,3,[M+Na]+::1::1,C,7507,(13C),23.9,,,None||None,None||None,,
7484,385.3171909,467.754888,3131133.3,142,2,,,,,,,,,,,,,,,
7485,385.3464922,1005.38034,946708.55,408,5,848,1,2,1,,C,7509,(13C),21.5,C27H44O||C27H44O||C27H44O||C27H44O||C27H44O||C27H46O2||C27H46O2,[M+H]+||[M+H]+||[M+H]+||[M+H]+||[M+H]+||[M+H-H2O]+||[M+H-H2O]+,"7-Dehydrocholesterol||Desmosterol||Zymosterol||5alpha-Cholesta-7,24-dien-3beta-ol||Vitamin D3||delta-Tocopherol||2-Methyl-6-phytylquinol",C01164||C01802||C05437||C05439||C05443||C14151||C15882,385.3464924||385.3464924||385.3464924||385.3464924||385.3464924||385.346491||385.346491,0.0||0.0||0.0||0.0||0.0||0.0||0.0
7486,385.4053508,1069.38267,4250950.2,422,2,844,1,3,2,,(13C),7455,C,11.5,,,,,,
7487,385.415097,1130.4597,1951491.85,429,3,849,1,2,1,,C,7510,(13C),22.1,,,,,,
7488,385.654746,580.342896,3025556.25,,,,,,,,,,,,,,,,,
7489,385.6623571,487.873284,2004733.4,84,8,,,,,,,,,,,,,,,
7490,385.7014793,316.964013,510700.7,84,12,,,,,,,,,,,,,,,
7491,385.7060037,350.873466,3031030.52,84,12,,,,,,,,,,,,,,,
7492,385.7298126,378.340284,2073816.4,,,,,,,,,,,,,,,,,
7493,385.7536454,1266.59181,6964679.5,453,1,,,,,,,,,,,,,,,
7494,385.7640469,532.212225,923942.64,84,11,,,,,,,,,,,,,,,
7495,386.015131,184.551525,1104151.21,58,9,,,,,,,,,,C9H15N3O11P2,[M+H-H2O]+,CDP,C00112,386.014892,-0.62
7496,386.0809687,738.28266,533159.25,282,26,850,1,2,1,,"K,S","75,347,534","(41K),(34S)","14.1,22.6",,,,,,
7497,386.0849551,113.687034,3225063.89,5,45,596,1,2,1,[M+ACN+Na]+::1::1,,,,,C13H18N5O8P,[M+H-H2O]+,Propionyladenylate||None,C05983||None,386.08601,2.73
7498,386.1329477,163.499856,475634.2,58,10,,,,,,,,,,,,,,,
7499,386.1671625,91.091808,1274144.15,5,46,293,3,9,8,[M+ACN+H]+::1::1||[M+Na]+::1::1,(13C),7470,C,81.1,C12H24O11,[M+ACN+H]+,None||None||Melibiitol||None,None||None||C05399||None,386.165685,-3.83
7500,386.1813652,853.96878,20040780,360,10,794,1,6,5,,(13C),7472,C,15.2,,,,,,
7501,386.1893113,1000.17726,651448,408,9,,,,,,,,,,,,,,,
7502,386.2195556,999.87459,1166614.45,408,12,822,2,5,5,[M+ACN+H]+::1::1,(41K),7450,K,11.8,,,None||None,None||None,,
7503,386.2342682,455.932404,17693567,84,28,,,,,,,,,,C22H29NO2,[M+H+HCOOH]+,L-alpha-Acetyl-N-normethadol,C16661,386.232575,-4.38
7504,386.2396943,87.865395,3285614.6,5,26,786,1,3,2,[M+ACN+Na]+::1::1,,,,,,,None||None,None||None,,
7505,386.2401741,217.257858,2722334.685,58,8,851,1,2,1,,C,7524,(13C),15.4,,,,,,
7506,386.2553464,1266.66003,3220396.35,453,1,,,,,,,,,,C20H32O6||C20H32O6||C20H32O6,[M+NH4]+||[M+NH4]+||[M+NH4]+,Prostaglandin G2||6-Keto-prostaglandin E1||11-Dehydro-thromboxane B2,C05956||C05962||C05964,386.253712||386.253712||386.253712,-4.23||-4.23||-4.23
7507,386.3107034,1077.09804,2072185,423,4,847,2,4,3,,"(13C),C","74,837,527","C,(13C)","23.9,8.0",,,,,,
7508,386.3391034,1085.44284,526580.48,,,,,,,,,,,,,,,,,
7509,386.3496712,1005.32454,223451.7,408,6,848,1,2,1,,(13C),7485,C,21.5,,,,,,
7510,386.4184995,1130.6205,474271.34,429,3,849,1,2,1,,(13C),7487,C,22.1,,,,,,
7511,386.5866485,113.641608,1092099.65,5,45,,,,,,,,,,,,,,,
7512,386.7316382,518.793984,2531113.7,84,10,,,,,,,,,,,,,,,
7513,386.7496979,489.762816,96395082.2,84,17,852,1,2,1,,C,7533,(13C),7.5,,,,,,
7514,387.0709682,116.622537,360206.99,52,1,,,,,,,,,,C13H18N5O8P,[M+H-NH3]+,Propionyladenylate,C05983,387.07003,-2.42
7515,387.1334916,349.721316,1041950.4,84,2,,,,,,,,,,C15H27O4P,[M+K+HCOOH]+,"trans,trans-Farnesyl phosphate",C20121,387.133324,-0.43
7516,387.1352862,696.14142,4394349.48,254,11,853,1,2,1,,C,7536,(13C),12.7,,,,,,
7517,387.1401925,151.93062,469945.425,,,,,,,,,,,,C11H22N3O6P,[M+ACN+Na]+,Bialaphos,C06457,387.141492,3.36
7518,387.1571142,224.766261,1445653.55,58,2,,,,,,,,,,,,,,,
7519,387.1728665,854.09013,3557192.1,360,10,794,1,6,5,,"(34S),(41K)","74,727,472","S,K","0.7,0.4",C20H21FN2O2,[M+H+HCOOH]+,Citalopram N-oxide,C16607,387.171452,-3.65
7520,387.1796069,728.28534,18117962.5,276,17,854,4,8,16,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H-NH3]+::1::1||[M+H]+::1::1,C,7537,(13C),20,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7521,387.2114745,421.78848,4634727.95,84,15,,,,,,,,,,,,,,,
7522,387.2115257,325.892646,4491328.43,84,24,,,,,,,,,,,,,,,
7523,387.2415833,999.67692,14592866,408,11,855,1,2,1,,C,7542,(13C),18.6,,,,,,
7524,387.2439188,217.232142,461760.47,58,8,851,1,2,1,,(13C),7505,C,15.4,,,,,,
7525,387.2509687,489.417402,36269326.04,84,19,,,,,,,,,,,,,,,
7526,387.2966159,406.407984,4532152.575,84,2,,,,,,,,,,,,,,,
7527,387.3139067,1077.36936,182651.03,423,4,847,1,4,3,,(13C),7507,C,8,,,,,,
7528,387.6580988,398.349282,2704935.2,,,,,,,,,,,,,,,,,
7529,387.6586163,224.845032,516383.93,58,2,,,,,,,,,,,,,,,
7530,387.6929118,405.519102,1094312.7,84,3,,,,,,,,,,,,,,,
7531,387.7215096,407.960022,3326090.4,84,31,,,,,,,,,,,,,,,
7532,387.7394885,450.542019,2561370.82,84,40,,,,,,,,,,,,,,,
7533,387.7524949,489.076332,7903258.15,84,19,852,1,2,1,,(13C),7513,C,7.5,,,,,,
7534,388.0780595,738.32778,507263.895,282,27,850,1,2,1,,"(34S),(41K)","74,967,496","S,K","22.6,14.1",C12H19N3O8S,[M+Na]+,2-S-Glutathionyl acetate,C14862,388.0785074,1.15
7535,388.0997908,363.950658,2297065.83,,,,,,,,,,,,,,,,,
7536,388.138657,695.30088,613535.475,254,13,853,1,2,1,,(13C),7516,C,12.7,,,,,,
7537,388.1829518,726.86838,3977244.55,276,17,854,4,8,16,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H-NH3]+::1::1||[M+H]+::1::1,(13C),7520,C,20,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7538,388.2083176,397.79709,4266043.54,84,36,,,,,,,,,,,,,,,
7539,388.2114277,813.71625,872911.4,333,1,,,,,,,,,,,,,,,
7540,388.2239156,1132.30236,10201669.1,430,2,,,,,,,,,,,,,,,
7541,388.2308325,155.060976,498242.015,58,2,,,,,,,,,,,,,,,
7542,388.2449006,999.79392,2990792,408,11,855,1,2,1,,(13C),7523,C,18.6,,,,,,
7543,388.2552998,120.809721,4811591.2,5,25,697,1,4,3,[M+NH4]+::1::1,,,,,,,None||None,None||None,,
7544,388.3548586,1125.8598,37959817,429,7,856,2,4,3,[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,7561,(13C),21.2,,,None||None||None||None,None||None||None||None,,
7545,388.6874528,318.022812,671500.78,101,1,,,,,,,,,,,,,,,
7546,388.7202654,514.40226,15229256.05,84,11,,,,,,,,,,,,,,,
7547,388.725459,1132.16202,2727829,430,2,,,,,,,,,,,,,,,
7548,388.7554482,374.312133,1817621.69,84,61,,,,,,,,,,,,,,,
7549,389.1974973,1004.11908,2044150.25,408,18,653,5,21,28,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,7568,(13C),15.2,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7550,389.2026735,121.386918,1100938.17,5,55,,,,,,,,,,,,,,,
7551,389.2031213,246.097296,3636161.835,58,13,592,3,4,3,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1||[M+MeOH+H]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7552,389.2144838,358.467882,11387805.28,84,12,,,,,,,,,,,,,,,
7553,389.2218209,515.170854,5549184.1,84,12,,,,,,,,,,C21H27NO2,[M+ACN+Na]+,"L-alpha-Acetyl-N,N-dinormethadol",C16662,389.221049,-1.98
7554,389.2390162,489.716052,13270991,84,20,771,1,2,1,[M+NH4]+::1::1,,,,,,,None||None,None||None,,
7555,389.2392734,126.473073,4677354.4,5,52,819,1,3,2,[M+MeOH+H]+::1::1,,,,,,,None||None,None||None,,
7556,389.2395426,143.766516,3957162.1,58,7,,,,,,,,,,,,,,,
7557,389.2396366,439.38309,15421474,84,3,,,,,,,,,,,,,,,
7558,389.2397941,215.304054,7050347.15,58,25,857,1,2,1,,C,7572,(13C),15.3,,,,,,
7559,389.2506009,675.09294,2067126.2,238,1,803,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7560,389.2747784,999.84108,1405883.8,408,21,653,2,21,28,[M+H+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
7561,389.3581359,1125.85416,8870629,429,6,856,2,4,3,,"(13C),C","75,447,575","C,(13C)","21.2,10.9",,,,,,
7562,389.3623042,1049.09016,937132.04,417,2,858,1,3,2,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7563,389.690022,389.270238,8477495.29,84,39,,,,,,,,,,,,,,,
7564,389.7248729,598.615005,981097.635,191,12,,,,,,,,,,,,,,,
7565,390.1619624,66.413424,2128882.15,5,60,5,4,315,577,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1||[M+H-H2O]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,C13H18N4O6||C13H18N4O6||C13H18N4O6||C13H18N4O6||C13H18N4O6,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"6,7-Dimethyl-8-(D-ribityl)lumazine||6,7-Dimethyl-8-(D-ribityl)lumazine||6,7-Dimethyl-8-(D-ribityl)lumazine||6,7-Dimethyl-8-(D-ribityl)lumazine||6,7-Dimethyl-8-(D-ribityl)lumazine||None||None||None||None||None",C04332||C04332||C04332||C04332||C04332||None||None||None||None||None,390.161927||390.161927||390.161927||390.161927||390.161927,-0.09||-0.09||-0.09||-0.09||-0.09
7566,390.1930509,281.21049,7190967.8,86,1,,,,,,,,,,,,,,,
7567,390.198173,62.447025,3623295.4,5,180,5,4,315,577,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1||[M+H+HCOOH]+::1::1||[M+MeOH+H]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None,,
7568,390.2011085,1004.15673,340816.84,408,18,653,4,21,28,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),7549,C,15.2,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7569,390.2185619,439.450818,6238257.2,,,,,,,,,,,,C16H28N4O4S,[M+NH4]+,Biocytin,C05552,390.21695,-4.13
7570,390.2346134,65.00799,1486853.3,5,95,5,2,315,577,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1||[M+MeOH+H]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7571,390.2393713,1199.37657,5483086.5,445,1,,,,,,,,,,,,,,,
7572,390.2434355,215.579916,1184043.96,58,25,857,1,2,1,,(13C),7558,C,15.3,C25H27NO,[M+MeOH+H]+,N-Desmethyltamoxifen,C16546,390.243854,1.07
7573,390.2526263,954.62514,543657.4,,,,,,,,,,,,,,,,,
7574,390.3129814,942.01428,792530.2,389,4,859,1,2,1,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7575,390.3613089,1125.8598,1062107,429,7,856,1,4,3,,(13C),7561,C,10.9,,,,,,
7576,390.3703433,1189.01175,3012299.5,443,4,860,1,2,1,,C,7596,(13C),20,,,,,,
7577,390.6853894,356.427105,1517637.6,84,20,609,1,2,1,[M+ACN+Na]+::1::1,,,,,,,None||None,None||None,,
7578,390.6945723,280.996926,2504366.855,86,1,,,,,,,,,,,,,,,
7579,390.6980735,413.580492,11947451.65,84,25,,,,,,,,,,,,,,,
7580,391.106335,850.85526,623615.2,,,,,,,,,,,,,,,,,
7581,391.1088846,717.52434,1819084.7,259,8,,,,,,,,,,,,,,,
7582,391.1463343,801.65637,700126.3,321,10,558,2,10,11,[M+H]+::1::1||[M+Na+HCOO]+::1::1,,,,,C12H24O11||C12H24O11,[M+H+HCOOH]+||[M+H+HCOOH]+,Melibiitol||Melibiitol||None||None,C05399||C05399||None||None,391.144608||391.144608,-4.41||-4.41
7583,391.1827928,937.9224,2749655.4,389,5,498,2,6,6,[M+H]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
7584,391.1879182,870.15558,756778.4,,,,,,,,,,,,C20H32O5||C20H32O5||C20H32O5||C20H32O5||C20H32O5||C20H32O5||C20H32O5||C20H32O5||C20H32O5,[M+K]+||[M+K]+||[M+K]+||[M+K]+||[M+K]+||[M+K]+||[M+K]+||[M+K]+||[M+K]+,Prostaglandin H2||Prostaglandin E2||Prostaglandin D2||Prostaglandin I2||Thromboxane A2||20-OH-Leukotriene B4||15-Keto-prostaglandin F2alpha||Lipoxin A4||Lipoxin B4,C00427||C00584||C00696||C01312||C02198||C04853||C05960||C06314||C06315,391.1881334||391.1881334||391.1881334||391.1881334||391.1881334||391.1881334||391.1881334||391.1881334||391.1881334,0.55||0.55||0.55||0.55||0.55||0.55||0.55||0.55||0.55
7585,391.1954715,439.93452,22613840.25,84,44,,,,,,,,,,,,,,,
7586,391.2084625,409.283751,41133845.4,84,12,,,,,,,,,,C20H32O6||C20H32O6||C20H32O6,[M+Na]+||[M+Na]+||[M+Na]+,Prostaglandin G2||6-Keto-prostaglandin E1||11-Dehydro-thromboxane B2,C05956||C05962||C05964,391.2091104||391.2091104||391.2091104,1.66||1.66||1.66
7587,391.2128959,1056.98787,3611198.6,418,6,661,3,8,12,[M+ACN+Na]+::1::1||[M+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
7588,391.2187388,108.40587,2127534.055,5,4,861,1,2,1,,C,7606,(13C),13.4,,,,,,
7589,391.2246133,908.19714,2373862.05,377,10,823,1,3,2,[M+K+HCOOH]+::1::1||[M+K]+::1::1,,,,,C20H34O2||C20H34O2,[M+K+HCOOH]+||[M+K+HCOOH]+,None||None||Dihomo-gamma-linolenate||Icosatrienoic acid||None,None||None||C03242||C16522||None,391.224508||391.224508,-0.27||-0.27
7590,391.2499893,455.735982,1839680.505,84,29,,,,,,,,,,,,,,,
7591,391.2605735,955.22568,6735684,397,1,862,1,2,1,,C,7608,(13C),23.2,,,,,,
7592,391.2842325,1006.4307,11422109,408,11,863,2,6,6,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,C,7609,(13C),22,,,None||None||None||None||None||None,None||None||None||None||None||None,,
7593,391.3159451,820.19778,2008390.65,,,,,,,,,,,,,,,,,
7594,391.3295603,1002.4767,324631.5,408,7,,,,,,,,,,,,,,,
7595,391.3544595,1154.41344,12338046.1,434,14,806,2,3,2,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,7611,(13C),22.7,C24H48O2,[M+Na]+,None||None||None||None||None||Tetracosanoic acid,None||None||None||None||None||C08320,391.3546524,0.49
7596,391.3736674,1189.02978,661502.145,443,4,860,1,2,1,,(13C),7576,C,20,,,,,,
7597,391.5295263,439.572618,12205889,84,44,,,,,,,,,,,,,,,
7598,391.7099085,409.283751,15347263.13,84,12,,,,,,,,,,,,,,,
7599,391.8250721,34.4395845,39286.325,,,,,,,,,,,,,,,,,
7600,391.862882,439.582884,4923156.55,84,40,,,,,,,,,,,,,,,
7601,392.1596091,190.945746,2034082.25,58,1,,,,,,,,,,,,,,,
7602,392.1600175,336.325815,270040.76,84,33,831,1,2,1,[M+H+HCOOH]+::1::1,,,,,,,None||None,None||None,,
